"filename", "language", "JSON", "Markdown", "JavaScript JSX", "JavaScript", "PostCSS", "HTML", "Prisma", "MS SQL", "comment", "blank", "total"
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\FriendProfile\useFriendProfile.js", "JavaScript", 0, 0, 0, 23, 0, 0, 0, 0, 0, 5, 28
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Friend\useFriendRequests.js", "JavaScript", 0, 0, 0, 43, 0, 0, 0, 0, 0, 7, 50
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Friend\useFriendSearch.js", "JavaScript", 0, 0, 0, 55, 0, 0, 0, 0, 0, 8, 63
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Friend\useFriends.js", "JavaScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 6, 38
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Friend\useUsersAndFriends.js", "JavaScript", 0, 0, 0, 43, 0, 0, 0, 0, 0, 8, 51
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Like\useLike.js", "JavaScript", 0, 0, 0, 43, 0, 0, 0, 0, 0, 7, 50
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Like\useLikedPosts.js", "JavaScript", 0, 0, 0, 24, 0, 0, 0, 0, 0, 5, 29
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Like\usePostLikes.js", "JavaScript", 0, 0, 0, 20, 0, 0, 0, 0, 0, 4, 24
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Post\useFriendsPosts.js", "JavaScript", 0, 0, 0, 54, 0, 0, 0, 0, 0, 12, 66
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Post\useInterestPosts.js", "JavaScript", 0, 0, 0, 65, 0, 0, 0, 0, 0, 14, 79
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Post\usePostForm.js", "JavaScript", 0, 0, 0, 65, 0, 0, 0, 0, 1, 6, 72
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Post\usePosts.js", "JavaScript", 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 26
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Post\usePostsFeed.js", "JavaScript", 0, 0, 0, 57, 0, 0, 0, 0, 0, 11, 68
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Post\useSearchPosts.js", "JavaScript", 0, 0, 0, 31, 0, 0, 0, 0, 1, 6, 38
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\Profile\useProfile.js", "JavaScript", 0, 0, 0, 64, 0, 0, 0, 0, 0, 14, 78
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\User\useProfileForm.js", "JavaScript", 0, 0, 0, 65, 0, 0, 0, 0, 0, 11, 76
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\utils\useAddFriend.js", "JavaScript", 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\utils\useDeletePost.js", "JavaScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 5, 32
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\utils\useGenreSelector.js", "JavaScript", 0, 0, 0, 30, 0, 0, 0, 0, 0, 6, 36
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\Hooks\utils\useRemoveFriendship.js", "JavaScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 5, 37
"c:\Users\julio\OneDrive\Área de Trabalho\Project_Letter\Frontend\src\api\Auth\userDelete.js", "JavaScript", 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 16
